Player,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,GOALS,xG,ASSISTS,xA,DUELS PER 90,DUELS WON %,Birth country,Passport country,Foot,Height,Weight,On loan,SUCCESSFUL DEFENSIVE ACTIONS PER 90,DEFENSIVE DUELS PER 90,DEFENSIVE DUELS WON %,AERIAL DUELS PER 90,AERIAL DUELS WON %,SLIDING TACKLES PER 90,PADJ SLIDING TACKLES,SHOTS BLOCKED PER 90,INTERCEPTIONS PER 90,PADJ INTERCEPTIONS,FOULS PER 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,SUCCESSFUL ATTACKING ACTIONS PER 90,GOALS PER 90,Non-penalty goals,NON PENALITY GOALS PER 90,xG PER 90,Head goals,Head goals per 90,SHOTS,SHOTS PER 90,SHOTS ON TARGET %,GOAL CONVERSION %,ASSISTS PER 90,CROSSES PER 90,ACCURATE CROSSES %,DRIBBLES PER 90,SUCCESSFUL DRIBBLES %,OFFENSIVE DUELS PER 90,OFFENSIVE DUELS WON %,TOUCHES IN BOX PER 90,PROGRESSIVE RUNS PER 90,ACCELERATIONS PER 90,PASSES PER 90,ACCURATE PASSES %,FORWARD PASSES PER 90,ACCURATE FORWARD PASSES %,BACK PASSES PER 90,ACCURATE BACK PASSES %,LATERAL PASSES PER 90,ACCURATE LATERAL PASSES %,LONG PASSES PER 90,ACCURATE LONG PASSES %,AVERAGE PASS LENGTH,AVERAGE LONG PASS LENGTH,xA PER 90,SHOT ASSISTS PER 90,SECOND ASSISTS PER 90,THIRD ASSISTS PER 90,SMART PASSES PER 90,ACCURATE SMART PASSES %,KEY PASSES PER 90,PASSES TO FINAL THIRD PER 90,ACCURATE PASSES TO FINAL THIRD %,PASSES TO PENALTY AREA PER 90,ACCURATE PASSES TO PENALTY AREA %,THROUGH PASSES PER 90,ACCURATE THROUGH PASSES %,DEEP COMPLETIONS PER 90,DEEP COMPLETED CROSSES per 90,PROGRESSIVE PASSES PER 90,ACCURATE PROGRESSIVE PASSES %
T. Harwood-Bellis,Southampton,RCB,22,22000000,2028-06-30,14,1268,1,1.44,0,0.18,10.01,56.74,England,England,right,188,73,no,8.45,3.83,59.26,2.56,47.22,0.43,0.59,1.28,5.75,7.94,1.06,5,0.35,0,0,0.28,0.07,1,0.07,0.1,1,0.07,6,0.43,33.33,16.667,0,0.43,0,0.14,100,0.57,50,0.71,0.92,0.07,64.09,90.81,21.86,82.47,3.55,96,31.09,96.12,5.11,62.5,18.68,34.74,0.01,0.14,0,0,0.07,0,0,8.09,80.7,0.85,41.67,0.35,60,0.28,0,8.94,69.84
T. Dibling,Southampton,"RW, RCMF",18,0,,14,941,1,0.69,0,0.32,24.68,43.02,England,England,left,178,65,no,5.45,6.03,58.73,1.24,23.08,0.19,0.26,0.19,1.72,2.32,1.53,5,0.48,0,0,3.92,0.1,1,0.1,0.07,0,0,12,1.15,41.67,8.333,0,1.05,9.09,7.46,44.87,15.21,41.51,1.53,4.11,0.86,23.91,82.8,6.03,71.43,7.65,96.25,6.7,82.86,0.86,55.56,17.07,12.91,0.03,0.38,0.19,0,0.1,0,0.19,2.77,65.52,2.58,48.15,0.29,0,1.34,0.19,3.25,82.35
R. Bentancur,Tottenham Hotspur,DMF,27,35000000,2026-06-30,10,585,1,0.33,0,0.55,16.15,45.71,Uruguay,Uruguay,right,187,73,no,9.38,7.08,56.52,2.15,35.71,1.38,2.27,0,4,6.55,1.69,4,0.62,0,0,0.77,0.15,1,0.15,0.05,1,0.15,9,1.38,22.22,11.111,0,0,0,1.38,33.33,4,42.31,1.08,0.31,0,57.38,90.35,16.62,78.7,7.85,100,23.69,96.75,3.69,54.17,16.88,27.72,0.08,0.15,0,0,0,0,0.31,9.38,81.97,1.08,57.14,0.62,50,0.77,0,6.46,80.95
Richarlison,Tottenham Hotspur,"CF, LWF",27,38000000,2027-06-30,5,115,0,0.21,1,0.51,14.87,42.11,Brazil,Brazil,right,184,71,no,4.7,3.91,40,3.13,25,0,0,0,3.13,8,0.78,1,0.78,0,0,1.57,0,0,0,0.16,0,0,1,0.78,0,0,0.78,3.91,20,2.35,33.33,7.83,50,3.91,2.35,0,24.26,74.19,5.48,42.86,7.83,100,6.26,62.5,0.78,100,16.75,1.17,0.4,1.57,0,0,0,0,0.78,2.35,66.67,0.78,0,0,0,0,0.78,2.35,66.67
M. van de Ven,Tottenham Hotspur,LCB,23,55000000,2029-06-30,8,780,0,0.14,2,0.88,15.12,52.67,Netherlands,Netherlands,left,193,89,no,6,4.38,57.89,4.5,56.41,0.46,0.8,0.46,3,5.2,0.92,4,0.46,0,0,0.92,0,0,0,0.02,0,0,3,0.35,33.33,0,0.23,0.12,100,0.92,75,4.15,47.22,0.81,0.69,0.46,63.23,93.8,22.15,87.5,3.92,88.24,31.38,99.26,2.31,45,20,32.42,0.1,0.23,0,0,0,0,0.23,7.04,90.16,0.23,50,0.12,0,0.12,0.12,8.65,70.67
C. Romero,Tottenham Hotspur,RCB,26,65000000,2027-06-30,11,1065,1,1.76,0,0.52,13.35,51.9,Argentina,Argentina,right,185,79,no,8.54,4.9,60.34,4.99,45.76,0.51,0.89,0.42,5.07,8.91,0.59,1,0.08,0,0,0.42,0.08,1,0.08,0.15,1,0.08,7,0.59,57.14,14.286,0,0.17,50,0.08,0,1.61,36.84,0.93,1.44,0,66.42,90.46,27.04,84.06,2.96,94.29,30.51,96.12,4.9,55.17,20.22,36.93,0.04,0.42,0.08,0,0,0,0.17,10.82,82.03,1.61,42.11,0.76,44.44,0.85,0.08,11.24,79.7
W. Odobert,Tottenham Hotspur,"LWF, RWF",19,0,2027-06-30,3,176,0,1.18,0,0.08,22.5,50,France,"France, Martinique",right,182,76,no,6.65,5.63,72.73,1.02,100,0.51,1.3,0,2.05,5.22,0,0,0,0,0,4.6,0,0,0,0.6,0,0,5,2.56,0,0,0,3.58,28.57,6.14,58.33,13.81,37.04,5.63,8.18,0.51,38.35,78.67,6.14,66.67,14.83,93.1,10.74,71.43,0,0,15.57,0,0.04,1.53,0,0,0.51,0,0,2.05,50,2.56,40,0.51,0,0.51,1.02,6.14,75
M. Moore,Tottenham Hotspur,"LWF, LW",17,0,,4,105,0,0.06,0,0.03,22.29,34.62,England,England,right,180,68,no,1.71,1.71,0,2.57,33.33,0,0,0,1.71,3.16,0,0,0,0,0,6.86,0,0,0,0.06,0,0,1,0.86,0,0,0,4.29,40,11.14,46.15,16.29,42.11,3.43,4.29,0.86,15.43,83.33,4.29,100,4.29,100,2.57,66.67,0,0,12.08,0,0.03,0.86,0,0,0,0,0,0.86,100,4.29,80,0,0,1.71,1.71,3.43,100
G. Vicario,Tottenham Hotspur,GK,28,35000000,2028-06-30,12,1203,0,0,0,0,0.75,80,Italy,Italy,right,194,85,no,1.57,0,0,0.6,75,0,0,0,1.57,2.59,0,1,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0.07,100,0,0,0,27.46,92.92,11.52,86.36,0,0,13.99,98.93,3.14,61.9,21.24,31.62,0,0,0,0,0,0,0,0.6,50,0,0,0.15,50,0,0,2.32,48.39
P. Sarr,Tottenham Hotspur,"RCMF, LCMF",22,45000000,2030-06-30,14,746,0,0.67,2,0.79,17.73,48.3,Senegal,Senegal,right,184,70,no,8.08,6.27,50,3.26,40.74,0.24,0.38,0.12,4.71,7.45,1.81,2,0.24,0,0,1.81,0,0,0,0.08,0,0,8,0.97,50,0,0.24,0.6,40,1.81,53.33,6.51,51.85,1.09,1.69,0.24,50.19,87.5,14.6,76.03,8.69,95.83,17.98,94.63,1.45,50,15.97,19.9,0.09,0.48,0.12,0.24,0.24,50,0.48,6.76,85.71,1.45,58.33,0.36,33.33,0.6,0.24,5.19,74.42
D. Udogie,Tottenham Hotspur,LB,22,45000000,2030-06-30,14,1291,0,0.34,1,0.77,21.05,56.29,Italy,"Italy, Nigeria",left,186,67,no,10.74,8.99,70.54,2.09,50,0,0,0.07,4.39,7.24,1.05,2,0.14,0,0,1.81,0,0,0,0.02,0,0,5,0.35,20,0,0.07,1.6,17.39,2.44,60,7.88,46.9,2.23,2.16,0.98,41.55,87.08,14.64,87.14,7.74,94.59,11.22,86.96,0.35,60,15.81,5.64,0.05,0.63,0,0.07,0.07,0,0.42,5.3,93.42,1.12,56.25,0.07,0,0.49,0.28,4.88,62.86
Pedro Porro,Tottenham Hotspur,RB,25,45000000,2028-06-30,14,1322,2,1.08,1,1.24,14.3,53.81,Spain,Spain,right,173,69,no,9.53,7.69,60.18,1.23,27.78,0.41,0.66,0.54,4.49,7.28,0.54,2,0.14,0,0,3.2,0.14,2,0.14,0.07,1,0.07,23,1.57,26.09,8.696,0.07,4.9,33.33,1.91,57.14,3.13,52.17,1.36,1.91,0.41,46.23,74.82,17.56,65.5,6.06,93.26,15.32,75.56,6.2,47.25,20.34,39.59,0.08,0.89,0,0,0.41,16.67,0.61,6.26,61.96,5.65,44.58,1.57,30.43,1.29,1.29,9.46,70.5
B. Johnson,Tottenham Hotspur,"RWF, RW",23,48000000,2028-06-30,14,1171,6,7.96,0,0.7,12.37,50.93,England,"England, Wales",right,179,73,no,5.53,5.07,62.12,1.46,21.05,0.31,0.51,0.23,2.08,3.42,1.08,2,0.15,0,0,2.46,0.46,6,0.46,0.61,0,0,34,2.61,32.35,17.647,0,2.46,12.5,2.31,56.67,4.92,48.44,5.84,1.84,0.38,24.44,72.01,5.61,57.53,7.15,90.32,4.77,74.19,1.31,17.65,17.21,28.95,0.05,0.54,0.08,0,0,0,0.38,1.46,52.63,2.54,57.58,0.31,25,1.54,0.31,2.84,72.97
Son Heung-Min,Tottenham Hotspur,"LWF, CF, LW",32,45000000,2025-06-30,11,929,3,2.15,4,3.88,13.27,37.96,Korea Republic,Korea Republic,right,183,78,no,2.52,2.52,57.69,0.39,0,0,0,0,1.07,1.76,0.19,0,0,0,0,4.65,0.29,3,0.29,0.21,0,0,19,1.84,52.63,15.789,0.39,2.81,44.83,5.43,44.64,9.2,34.74,4.36,2.91,0.58,37.4,84.46,7.65,79.75,12.21,96.03,9.69,83,1.07,63.64,16.31,24.72,0.38,2.33,0.29,0,0.1,0,1.55,2.33,83.33,3.88,72.5,0.1,0,2.91,0.87,5.52,75.44
B. Davies,Tottenham Hotspur,LCB,31,10000000,2025-06-30,4,300,0,0,0,0,10.2,38.24,Wales,Wales,left,181,76,no,7.2,3.6,25,5.1,41.18,0,0,1.5,6.3,8.4,0.6,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,100,0.3,1.2,0,46.5,90.97,21.9,89.04,2.7,100,18,93.33,5.1,58.82,21.46,41.46,0,0,0,0,0,0,0,5.4,77.78,0,0,0.6,0,0.3,0,8.1,74.07
T. Werner,Tottenham Hotspur,"LWF, LW",28,17000000,2026-06-30,11,413,0,0.7,3,1.51,15.04,49.28,Germany,Germany,right,180,75,yes,4.14,2.62,58.33,0.44,0,0,0,0.22,2.62,4.5,0.44,0,0,0,0,6.97,0,0,0,0.15,0,0,6,1.31,33.33,0,0.65,5.23,29.17,8.72,57.5,10.68,48.98,5.01,4.79,1.09,33.12,69.74,7.63,68.57,9.81,86.67,11.11,58.82,1.31,50,18.71,13.22,0.33,1.09,0,0.22,0,0,1.09,0.87,75,6.97,43.75,0,0,2.4,1.74,6.54,80
J. Maddison,Tottenham Hotspur,LCMF,28,70000000,2028-06-30,14,999,5,2.99,2,2.45,18.56,50.97,England,England,right,175,73,no,4.68,5.59,45.16,0.99,54.55,0.18,0.29,0.18,1.98,3.14,1.08,2,0.18,0,0,6.4,0.45,5,0.45,0.27,0,0,25,2.25,52,20,0.18,2.7,56.67,4.95,70.91,10.45,55.17,3.42,1.35,0.18,50.99,87.63,17.12,82.63,10.18,96.46,16.13,88.83,3.24,55.56,17.06,30.08,0.22,1.8,0.18,0.09,0.54,33.33,0.81,7.03,79.49,3.69,63.41,1.08,16.67,1.8,1.35,7.93,89.77
Y. Bissouma,Tottenham Hotspur,DMF,28,35000000,2026-06-30,11,723,2,0.17,0,0.28,15.93,53.91,Côte d'Ivoire,"Côte d'Ivoire, Mali",right,182,80,no,9.21,6.35,62.75,2.12,52.94,0.87,1.4,0.12,4.36,7,1.24,4,0.5,0,0,1.49,0.25,2,0.25,0.02,0,0,4,0.5,50,50,0,0.12,0,1.74,57.14,5.48,47.73,0.25,1,0.37,52.16,90.69,16.06,79.07,5.73,100,19.54,95.54,3.49,53.57,17.13,31.06,0.04,0.5,0,0,0.25,100,0,8.84,74.65,1.24,70,0.5,50,0.87,0,5.73,76.09
D. Kulusevski,Tottenham Hotspur,RCMF,24,55000000,2028-06-30,14,1186,2,2.01,3,2.97,24.06,38.8,Sweden,"Sweden, North Macedonia",left,186,75,no,5.54,5.54,54.79,1.21,12.5,0,0,0.23,2.5,4.11,1.52,3,0.23,0,0,5.39,0.15,2,0.15,0.15,0,0,20,1.52,40,10,0.23,3.64,29.17,6.6,52.87,14.34,38.1,4.78,4.25,1.52,28.31,74.8,8.12,78.5,5.16,92.65,8.5,68.75,0.83,27.27,15.52,17.44,0.23,2.05,0.08,0,0.76,30,1.29,2.35,77.42,4.78,57.14,0.83,27.27,2.88,0.91,3.95,78.85
R. Drăgușin,Tottenham Hotspur,"RCB, LCB",22,25000000,2030-06-30,7,620,0,0.29,0,0,12.48,59.3,Romania,Romania,right,191,82,no,7.98,5.08,62.86,3.48,58.33,0.44,0.67,0.87,4.35,6.72,0.29,0,0,0,0,0.58,0,0,0,0.04,0,0,3,0.44,33.33,0,0,0,0,0.44,100,1.45,60,0.73,0.58,0,45.73,85.08,21.77,76,2.61,88.89,17.85,94.31,5.52,50,20.86,37.64,0,0,0,0,0,0,0,6.39,70.45,0.15,0,0.87,33.33,0.15,0,8.27,61.4
W. Lankshear,Tottenham Hotspur,LCMF,19,0,,1,2,0,0,0,0,,,England,England,,0,0,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
L. Bergvall,Tottenham Hotspur,"LCMF, RCMF",18,0,,8,115,0,0.15,0,0.26,25.04,31.25,Sweden,Sweden,right,186,74,no,9.39,8.61,54.55,3.91,20,1.57,3.33,0.78,3.13,6.67,2.35,0,0,0,0,1.57,0,0,0,0.12,0,0,2,1.57,0,0,0,0,0,3.91,40,12.52,18.75,1.57,1.57,0,57.91,87.84,13.3,70.59,11.74,93.33,19.57,96,2.35,100,15.5,13.62,0.2,1.57,0.78,0,0,0,0,6.26,87.5,1.57,50,0,0,0.78,0,5.48,71.43
A. Gray,Tottenham Hotspur,"RB, DMF, LCB",18,18000000,2030-06-30,7,188,0,0.04,0,0,18.67,48.72,England,"England, Scotland",right,183,70,no,12.93,9.1,68.42,0.96,100,1.44,2.9,0.48,5.27,10.65,0.96,0,0,0,0,0.48,0,0,0,0.02,0,0,1,0.48,100,0,0,0.48,0,0.96,0,7.66,18.75,0,0.96,0,43.09,86.67,14.84,67.74,5.27,100,15.32,100,3.35,57.14,15.8,16.72,0,0,0,0,0,0,0,3.83,62.5,0.96,0,0,0,0,0,4.31,55.56
F. Forster,Tottenham Hotspur,GK,36,1200000,2025-06-30,2,197,0,0,0,0,0.91,50,England,England,right,201,93,no,1.37,0,0,0,0,0,0,0,1.37,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.46,0,0,0,0,12.79,82.14,5.03,54.55,0,0,7.31,100,2.74,50,23.29,36.29,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,1.83,25
D. Solanke,Tottenham Hotspur,CF,27,40000000,2030-06-30,11,1078,4,5.4,2,1,19.37,37.5,England,"England, Nigeria",right,187,80,no,3.01,2.76,45.45,3.76,35.56,0.17,0.26,0,1.59,2.51,1.42,0,0,0,0,2.92,0.33,4,0.33,0.45,0,0,24,2,54.17,16.667,0.17,0.5,16.67,3.67,45.45,10.35,37.9,3.84,1.17,0.67,13.69,75,3.67,65.91,3.17,78.95,3.76,77.78,0.67,62.5,14.85,13.84,0.08,0.42,0.08,0,0.25,33.33,0.42,1.75,71.43,1.34,43.75,0.33,25,1.09,0,1.75,85.71
D. Spence,Tottenham Hotspur,LB,24,8000000,2028-06-30,4,88,0,0,0,0,10.23,40,England,"England, Jamaica",right,184,71,no,5.11,3.07,66.67,1.02,0,0,0,0,3.07,5.63,1.02,1,1.02,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,2.05,50,1.02,0,5.11,40,1.02,4.09,1.02,37.84,89.19,10.23,70,10.23,100,10.23,90,1.02,0,19.37,9.73,0,0,0,0,0,0,0,3.07,100,2.05,50,0,0,0,1.02,6.14,83.33
A. Cresswell,West Ham United,"LB, LCB",34,900000,2025-06-30,4,51,0,0,0,0.05,14.12,75,England,England,left,170,66,no,22.94,12.35,85.71,0,0,3.53,4,0,8.82,10,3.53,1,1.76,0,0,1.76,0,0,0,0,0,0,1,1.76,0,0,0,1.76,100,0,0,0,0,0,0,0,49.41,85.71,19.41,81.82,10.59,100,17.65,80,8.82,60,21.78,21.87,0.08,3.53,0,0,0,0,0,1.76,100,3.53,50,0,0,0,1.76,14.12,75
Luis Guilherme,West Ham United,"LW, RW",18,0,2025-06-14,2,21,0,0,0,0,,,Brazil,Brazil,left,175,66,no,,,,,,,0,,,7.5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,15.1,0,,,,,,,,,,,,,,,,,
Ł. Fabiański,West Ham United,GK,39,700000,2025-06-30,7,659,0,0,0,0,0.96,71.43,Poland,Poland,right,190,83,no,1.5,0.27,50,0.68,80,0,0,0,1.37,1.67,0.14,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12,80.51,9.56,68.57,0,0,6.01,97.73,7.24,58.49,33.65,48.09,0,0,0,0,0,0,0,2.73,60,0,0,0,0,0,0,4.51,72.73
M. Antonio,West Ham United,CF,34,4000000,2025-06-30,14,888,1,1.83,1,0.92,25.24,29.72,England,"England, Jamaica",right,180,82,no,3.24,3.04,50,4.05,32.5,0.41,0.47,0,1.32,1.53,1.32,1,0.1,0,0,3.14,0.1,1,0.1,0.19,0,0,13,1.32,23.08,7.692,0.1,3.04,26.67,3.95,51.28,12.97,28.13,2.43,2.74,0.51,16.01,65.19,3.04,56.67,3.14,80.65,6.59,63.08,1.72,64.71,19.73,30.14,0.09,0.61,0,0,0.1,0,0.41,1.42,64.29,2.84,32.14,0.2,0,0.61,0.61,2.13,66.67
D. Ings,West Ham United,CF,32,8000000,2025-06-30,8,212,1,1.8,1,0.15,14.86,42.86,England,England,right,178,73,no,3.4,2.12,100,3.82,55.56,0,0,0.85,1.27,1.7,0,0,0,0,0,2.55,0.42,1,0.42,0.77,0,0,9,3.82,44.44,11.111,0.42,1.7,0,1.27,66.67,6.79,25,6.37,0.85,0,22.08,65.38,5.52,38.46,5.52,92.31,3.82,66.67,0.42,0,14.8,2.49,0.06,0.85,0,0,0,0,0.42,1.7,25,1.27,0,0,0,0.42,0,2.12,40
V. Coufal,West Ham United,RB,32,8000000,2025-06-30,8,361,0,0.07,0,0.6,17.45,41.43,Czech Republic,Czech Republic,right,174,76,no,7.23,8.98,41.67,3.24,38.46,0.25,0.3,0.5,3.24,3.94,2.74,2,0.5,0,0,1.75,0,0,0,0.02,0,0,1,0.25,0,0,0,2.49,20,1.5,83.33,2.74,54.55,0.75,0.5,0,34.16,79.56,13.96,75,5.73,100,9.97,75,3.24,53.85,20.15,41.08,0.15,0.75,0.25,0,0,0,0.25,4.74,68.42,2.99,41.67,0.25,0,1,0.5,7.23,72.41
N. Füllkrug,West Ham United,"CF, RAMF",31,15000000,2028-06-30,4,104,1,0.53,0,0,19.9,34.78,Germany,Germany,right,189,83,no,2.6,3.46,50,10.38,41.67,0,0,0,0.87,1.03,2.6,0,0,0,0,1.73,0.87,1,0.87,0.46,1,0.87,3,2.6,66.67,33.333,0,0,0,0,0,4.33,20,4.33,0,0,8.65,90,0,0,0.87,100,2.6,100,0.87,100,12.91,5.14,0,0,0,0,0,0,0,0.87,100,0,0,0,0,0.87,0,0.87,100
Emerson Palmieri,West Ham United,LB,30,12000000,2026-06-30,14,1098,1,0.47,1,1.42,10.9,61.65,Brazil,"Brazil, Italy",left,176,79,no,10.16,7.05,66.28,1.31,68.75,0.41,0.49,0.16,5.08,6.08,1.07,4,0.33,0,0,1.39,0.08,1,0.08,0.04,0,0,7,0.57,57.14,14.286,0.08,1.48,38.89,0.9,45.45,1.97,50,0.82,1.64,0.33,34.59,84.6,11.72,73.43,8.28,99.01,7.95,83.51,3.03,43.24,16.01,27.24,0.12,0.82,0,0.08,0.08,100,0.25,2.87,68.57,1.39,58.82,0.16,50,0.33,0.57,5.08,67.74
T. Souček,West Ham United,"RCMF, RDMF, AMF",29,30000000,2027-06-30,13,990,3,4.47,0,0.46,17.27,50,Czech Republic,Czech Republic,right,192,86,no,5.82,4.18,50,7.36,53.09,0.73,0.87,0.45,3,3.6,1.18,4,0.36,0,0,1,0.27,3,0.27,0.41,1,0.09,23,2.09,30.43,13.043,0,0.55,33.33,0.45,40,2.27,48,3.64,0.18,0,28.82,83.6,8.18,68.89,3.73,97.56,11.27,90.32,2.82,58.06,17.13,32.75,0.04,0.55,0,0,0,0,0.09,2.91,78.13,0.64,71.43,0,0,1,0.18,3.64,67.5
J. Bowen,West Ham United,"RW, RAMF, CF",27,50000000,2030-06-30,14,1350,3,2.45,4,3.82,18.93,43.31,England,"England, Wales",left,175,70,no,5,4.8,61.11,1.8,11.11,0.13,0.16,0.07,1.93,2.28,0.87,0,0,0,0,4.2,0.2,2,0.13,0.16,0,0,31,2.07,45.16,9.677,0.27,2.73,31.71,4.2,55.56,10.6,42.14,3.93,3.73,0.6,21.13,77.29,5.6,69.05,4.27,93.75,6.27,78.72,0.73,54.55,17.29,20.38,0.25,1.87,0.13,0,0.2,33.33,0.67,1.87,85.71,2.6,61.54,0.27,25,1.67,0.87,4.2,73.02
G. Rodríguez,West Ham United,"DMF, LDMF, RCMF",30,20000000,,13,876,0,0.18,0,0.02,13.25,56.59,Argentina,"Argentina, Italy",right,185,80,no,10.99,8.01,65.38,1.64,56.25,0.72,0.82,0.72,5.03,5.76,1.34,3,0.31,0,0,0.21,0,0,0,0.02,0,0,7,0.72,14.29,0,0,0.21,0,0.21,50,2.16,38.1,0.21,0.21,0,39.35,85.9,11.82,72.17,5.03,97.96,16.13,91.72,4.93,58.33,18.34,35.31,0,0.1,0,0,0,0,0,4.93,70.83,0.82,25,0.41,0,0.31,0,5.14,68
Carlos Soler,West Ham United,"AMF, LDMF, RCMF",27,20000000,2027-06-30,11,544,0,0.8,1,0.74,14.56,39.77,Spain,Spain,right,180,76,yes,6.29,7.11,48.84,1.16,28.57,0.17,0.21,0.17,2.65,3.31,2.15,3,0.5,0,0,1.32,0,0,0,0.13,0,0,13,2.15,30.77,0,0.17,0.83,0,0.99,33.33,3.64,36.36,1.16,0.5,0,34.58,88.52,8.27,76,6.78,97.56,11.25,89.71,2.65,68.75,16.22,24.47,0.12,0.83,0,0,0.33,100,0.17,3.14,84.21,1.49,77.78,0.83,80,0.99,0,5.13,74.19
K. Mavropanos,West Ham United,RCB,26,20000000,2028-06-30,11,862,0,0.33,0,0.19,11.59,66.67,Greece,Greece,right,194,89,no,8.46,4.59,70.45,3.13,73.33,0.1,0.12,1.04,5.12,6.07,0.63,1,0.1,0,0,0.73,0,0,0,0.03,0,0,7,0.73,14.29,0,0,0.31,66.67,0.84,50,2.19,61.9,0.84,1.25,0,43.96,87.65,15.97,79.08,3.03,89.66,21.09,94.06,5.32,62.75,20.29,42.37,0.02,0.21,0,0,0,0,0,5.12,73.47,0.21,100,0.1,0,0.1,0.21,7.62,73.97
Lucas Paquetà,West Ham United,"LCMF, AMF, LDMF",27,65000000,2027-06-30,14,1085,2,2.32,0,0.94,22.4,44.07,Brazil,"Brazil, Portugal",left,180,72,no,8.54,7.22,60.92,3.48,47.62,0.25,0.29,0.17,3.9,4.5,1.66,4,0.33,0,0,1.33,0.17,1,0.08,0.19,0,0,15,1.24,26.67,13.333,0,1.24,40,0.91,36.36,8.21,29.29,1.24,0.83,0.08,45.46,81.2,17,69.76,9.29,94.64,12.11,84.93,6.55,59.49,17.71,33.24,0.08,1,0.08,0,0.83,20,0.5,8.63,74.04,4.06,42.86,2.07,44,1.16,0.5,9.37,70.8
E. Álvarez,West Ham United,"RDMF, DMF, LCMF",27,35000000,2028-06-30,10,601,0,0.13,0,0.25,16.77,46.43,Mexico,Mexico,right,187,73,no,8.24,5.54,62.16,2.4,50,1.2,1.47,0.15,3.59,4.42,2.1,4,0.6,1,0.15,0.6,0,0,0,0.02,0,0,5,0.75,0,0,0,0.3,50,1.35,33.33,5.39,36.11,0.45,1.5,0.15,47.32,88.29,14.08,77.66,4.94,100,20.82,92.81,4.64,54.84,18.67,40.74,0.04,0.3,0,0,0.15,0,0,5.09,79.41,1.65,45.45,0.75,20,0.75,0.15,6.74,64.44
A. Wan-Bissaka,West Ham United,"RB, LB",27,20000000,2031-06-30,13,1200,2,0.66,0,0.2,14.93,50.75,England,"England, Congo DR",right,183,72,no,9.45,6.15,60.98,1.58,33.33,0.83,0.97,0.23,4.88,5.74,0.68,0,0,0,0,1.95,0.15,2,0.15,0.05,0,0,7,0.53,42.86,28.571,0,1.73,13.04,2.48,60.61,5.33,45.07,1.58,3.15,0.3,37.95,80.83,14.02,77.01,5.63,94.67,10.65,80.28,2.85,63.16,16.26,32.75,0.02,0.6,0,0,0.08,0,0.23,4.73,71.43,1.95,38.46,0.15,50,0.83,0.15,6.75,71.11
M. Kilman,West Ham United,LCB,27,32000000,2031-06-30,14,1391,0,1.09,0,0.26,11.06,56.14,England,"England, Ukraine",left,194,89,no,8.02,3.04,57.45,4.72,61.64,0.13,0.15,0.58,6.15,7.27,0.39,3,0.19,0,0,0.06,0,0,0,0.07,0,0,4,0.26,0,0,0,0,0,0.26,25,2.01,45.16,0.32,0.91,0.06,43.48,89.14,17.34,80.22,2.26,94.29,20.38,95.56,5.76,59.55,21.17,37.2,0.02,0.19,0.06,0,0.06,0,0,5.5,75.29,0.32,40,0.58,44.44,0.19,0,7.31,73.45
C. Summerville,West Ham United,"LAMF, LWF, LW",23,20000000,2029-06-30,13,599,1,1.03,1,0.94,20.13,34.33,Netherlands,"Netherlands, Suriname",right,174,67,no,3.31,4.21,53.57,1.35,33.33,0,0,0.15,1.05,1.4,0.6,2,0.3,0,0,3.01,0.15,1,0.15,0.16,0,0,5,0.75,40,20,0.15,1.5,50,3.61,50,12.02,30,2.55,2.55,0.6,23.29,78.71,4.51,63.33,6.46,88.37,5.71,86.84,0.6,0,14,11.07,0.14,1.05,0,0,0.3,50,0.45,0.9,83.33,1.8,75,0.3,50,1.35,0.75,2.85,52.63
M. Kudus,West Ham United,"LW, LAMF, RAMF",24,50000000,2028-06-30,9,786,2,3.72,0,1.74,30.23,44.32,Ghana,Ghana,left,177,70,no,4.58,4.69,60.98,1.37,25,0,0,0,1.72,2.01,1.03,0,0,1,0.11,8.82,0.23,2,0.23,0.43,1,0.11,28,3.21,42.86,7.143,0,4.24,45.95,8.59,64,20.84,41.76,5.38,3.89,0.69,27.71,83.06,4.01,68.57,9.5,93.98,9.5,89.16,1.72,60,20.11,33.89,0.2,0.92,0,0,0,0,0.34,1.6,64.29,2.52,63.64,0.11,0,0.46,1.6,2.75,87.5
